match_id,team_a_alpha,team_b_alpha,meeting_probability,Mexico_win_given_meeting,Switzerland_win_given_meeting,Scotland_win_given_meeting,Sweden_win_given_meeting,Ecuador_win_given_meeting,South Africa_win_given_meeting,Brazil_win_given_meeting,Japan_win_given_meeting,Côte d'Ivoire_win_given_meeting,France_win_given_meeting,Morocco_win_given_meeting,Norway_win_given_meeting,Curaçao_win_given_meeting,South Korea_win_given_meeting,Panama_win_given_meeting,Portugal_win_given_meeting,Belgium_win_given_meeting,Cabo Verde_win_given_meeting,Australia_win_given_meeting,Netherlands_win_given_meeting,England_win_given_meeting,Uzbekistan_win_given_meeting,Argentina_win_given_meeting,Uruguay_win_given_meeting,Canada_win_given_meeting,Iran_win_given_meeting,New Zealand_win_given_meeting,Paraguay_win_given_meeting,Austria_win_given_meeting,Spain_win_given_meeting,Colombia_win_given_meeting,Turkey_win_given_meeting,Tunisia_win_given_meeting,Haiti_win_given_meeting,Germany_win_given_meeting,Senegal_win_given_meeting,Croatia_win_given_meeting,Egypt_win_given_meeting,Saudi Arabia_win_given_meeting,Qatar_win_given_meeting,Algeria_win_given_meeting,Jordan_win_given_meeting,USA_win_given_meeting,Czech Republic_win_given_meeting,DR Congo_win_given_meeting,Iraq_win_given_meeting,Ghana_win_given_meeting,Bosnia and Herzegovina_win_given_meeting
74,Brazil,Japan,0.1563,,,,,,,0.690978886756238,0.30902111324376197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Brazil,Netherlands,0.1424,,,,,,,0.45786516853932585,,,,,,,,,,,,,0.5421348314606742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Brazil,Tunisia,0.1139,,,,,,,0.8235294117647058,,,,,,,,,,,,,,,,,,,,,,,,,,0.17647058823529413,,,,,,,,,,,,,,,
74,Brazil,Sweden,0.1133,,,,0.205648720211827,,,0.794351279788173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Japan,Morocco,0.0831,,,,,,,,0.5270758122743683,,,0.4729241877256318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Morocco,Netherlands,0.0808,,,,,,,,,,,0.3180693069306931,,,,,,,,,0.681930693069307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Morocco,Sweden,0.066,,,,0.3303030303030303,,,,,,,0.6696969696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Morocco,Tunisia,0.0645,,,,,,,,,,,0.7255813953488373,,,,,,,,,,,,,,,,,,,,,,0.2744186046511628,,,,,,,,,,,,,,,
74,Japan,Scotland,0.0381,,,0.3438320209973753,,,,,0.6561679790026247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Netherlands,Scotland,0.0372,,,0.2661290322580645,,,,,,,,,,,,,,,,,0.7338709677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Scotland,Tunisia,0.0321,,,0.48286604361370716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5171339563862928,,,,,,,,,,,,,,,
74,Scotland,Sweden,0.0284,,,0.397887323943662,0.602112676056338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Haiti,Japan,0.014,,,,,,,,0.7571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,0.24285714285714285,,,,,,,,,,,,,,
74,Haiti,Netherlands,0.0126,,,,,,,,,,,,,,,,,,,,0.8492063492063492,,,,,,,,,,,,,,0.15079365079365079,,,,,,,,,,,,,,
74,Haiti,Tunisia,0.0088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,0.2727272727272727,,,,,,,,,,,,,,
74,Haiti,Sweden,0.0085,,,,0.7294117647058823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27058823529411763,,,,,,,,,,,,,,
75,Ecuador,South Korea,0.0288,,,,,0.5243055555555556,,,,,,,,,0.4756944444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Ecuador,USA,0.0283,,,,,0.6819787985865724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31802120141342755,,,,,
75,Ecuador,Scotland,0.0282,,,0.35106382978723405,,0.648936170212766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Czech Republic,Ecuador,0.0274,,,,,0.6970802919708029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3029197080291971,,,,
75,Ecuador,Turkey,0.027,,,,,0.562962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43703703703703706,,,,,,,,,,,,,,,,
75,Germany,Scotland,0.0266,,,0.34210526315789475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6578947368421053,,,,,,,,,,,,,
75,Australia,Ecuador,0.026,,,,,0.5230769230769231,,,,,,,,,,,,,,0.47692307692307695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Ecuador,Paraguay,0.0257,,,,,0.5486381322957199,,,,,,,,,,,,,,,,,,,,,,,0.45136186770428016,,,,,,,,,,,,,,,,,,,,
75,Bosnia and Herzegovina,Ecuador,0.0253,,,,,0.8221343873517787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17786561264822134
75,Czech Republic,Germany,0.0251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7609561752988048,,,,,,,,,0.23904382470119523,,,,
75,Ecuador,Qatar,0.0248,,,,,0.8104838709677419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18951612903225806,,,,,,,,
75,Ecuador,Morocco,0.0243,,,,,0.5308641975308642,,,,,,0.4691358024691358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Australia,Germany,0.0239,,,,,,,,,,,,,,,,,,,0.4602510460251046,,,,,,,,,,,,,,,,0.5397489539748954,,,,,,,,,,,,,
75,Ecuador,South Africa,0.0237,,,,,0.7510548523206751,0.2489451476793249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Germany,Paraguay,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4297872340425532,,,,,,,0.5702127659574469,,,,,,,,,,,,,
75,Germany,USA,0.0232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6508620689655172,,,,,,,,0.34913793103448276,,,,,
75,Germany,South Korea,0.0232,,,,,,,,,,,,,,0.46551724137931033,,,,,,,,,,,,,,,,,,,,,0.5344827586206896,,,,,,,,,,,,,
75,Ecuador,Mexico,0.0226,0.49557522123893805,,,,0.504424778761062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Germany,South Africa,0.022,,,,,,0.14545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8545454545454545,,,,,,,,,,,,,
75,Canada,Ecuador,0.0208,,,,,0.6634615384615384,,,,,,,,,,,,,,,,,,,,0.33653846153846156,,,,,,,,,,,,,,,,,,,,,,,
75,Germany,Turkey,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43842364532019706,,,0.5615763546798029,,,,,,,,,,,,,
75,Germany,Qatar,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.845771144278607,,,,,0.15422885572139303,,,,,,,,
75,Germany,Morocco,0.02,,,,,,,,,,,0.485,,,,,,,,,,,,,,,,,,,,,,,,0.515,,,,,,,,,,,,,
75,Germany,Mexico,0.0191,0.45549738219895286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5445026178010471,,,,,,,,,,,,,
75,Bosnia and Herzegovina,Germany,0.0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8882978723404256,,,,,,,,,,,,,0.11170212765957446
75,Ecuador,Sweden,0.017,,,,0.3411764705882353,0.6588235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Canada,Germany,0.0169,,,,,,,,,,,,,,,,,,,,,,,,,0.44970414201183434,,,,,,,,,,0.5502958579881657,,,,,,,,,,,,,
75,Ecuador,Haiti,0.0164,,,,,0.8353658536585366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16463414634146342,,,,,,,,,,,,,,
75,Brazil,Ecuador,0.0159,,,,,0.3081761006289308,,0.6918238993710691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Ecuador,Japan,0.0158,,,,,0.5443037974683544,,,0.45569620253164556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Ecuador,Switzerland,0.0153,,0.5751633986928104,,,0.42483660130718953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Germany,Sweden,0.0145,,,,0.2482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7517241379310344,,,,,,,,,,,,,
75,Germany,Switzerland,0.0138,,0.5144927536231884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4855072463768116,,,,,,,,,,,,,
75,Ecuador,Tunisia,0.0133,,,,,0.6616541353383458,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3383458646616541,,,,,,,,,,,,,,,
75,Germany,Haiti,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20634920634920634,0.7936507936507936,,,,,,,,,,,,,
75,Germany,Tunisia,0.0126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25396825396825395,,0.746031746031746,,,,,,,,,,,,,
75,Brazil,Germany,0.0121,,,,,,,0.6776859504132231,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32231404958677684,,,,,,,,,,,,,
75,Ecuador,Netherlands,0.0113,,,,,0.336283185840708,,,,,,,,,,,,,,,0.6637168141592921,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Germany,Japan,0.0109,,,,,,,,0.42201834862385323,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5779816513761468,,,,,,,,,,,,,
75,Côte d'Ivoire,Paraguay,0.0103,,,,,,,,,0.30097087378640774,,,,,,,,,,,,,,,,,,,0.6990291262135923,,,,,,,,,,,,,,,,,,,,
75,Germany,Netherlands,0.0097,,,,,,,,,,,,,,,,,,,,0.7010309278350515,,,,,,,,,,,,,,,0.29896907216494845,,,,,,,,,,,,,
75,Côte d'Ivoire,South Korea,0.0089,,,,,,,,,0.4157303370786517,,,,,0.5842696629213483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Scotland,0.0087,,,0.6091954022988506,,,,,,0.39080459770114945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Czech Republic,Côte d'Ivoire,0.0087,,,,,,,,,0.39080459770114945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6091954022988506,,,,
75,Côte d'Ivoire,Turkey,0.0087,,,,,,,,,0.27586206896551724,,,,,,,,,,,,,,,,,,,,,,,0.7241379310344828,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,USA,0.0082,,,,,,,,,0.3170731707317073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6829268292682927,,,,,
75,Australia,Côte d'Ivoire,0.0078,,,,,,,,,0.2948717948717949,,,,,,,,,,0.7051282051282052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,South Africa,0.0075,,,,,,0.48,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Qatar,0.0074,,,,,,,,,0.5540540540540541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44594594594594594,,,,,,,,
75,Bosnia and Herzegovina,Côte d'Ivoire,0.0069,,,,,,,,,0.5652173913043478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43478260869565216
75,Côte d'Ivoire,Sweden,0.0069,,,,0.6086956521739131,,,,,0.391304347826087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Morocco,0.0061,,,,,,,,,0.2786885245901639,,0.7213114754098361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Canada,Côte d'Ivoire,0.006,,,,,,,,,0.25,,,,,,,,,,,,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Haiti,0.0059,,,,,,,,,0.5084745762711864,,,,,,,,,,,,,,,,,,,,,,,,,0.4915254237288136,,,,,,,,,,,,,,
75,Côte d'Ivoire,Mexico,0.0059,0.7627118644067796,,,,,,,,0.23728813559322035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Switzerland,0.0051,,0.7843137254901961,,,,,,,0.21568627450980393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Brazil,Côte d'Ivoire,0.005,,,,,,,0.84,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Tunisia,0.0049,,,,,,,,,0.46938775510204084,,,,,,,,,,,,,,,,,,,,,,,,0.5306122448979592,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Japan,0.0042,,,,,,,,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Paraguay,0.004,,,,,,,,,,,,,0.225,,,,,,,,,,,,,,,0.775,,,,,,,,,,,,,,,,,,,,
75,Curaçao,South Africa,0.0038,,,,,,0.631578947368421,,,,,,,0.3684210526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Czech Republic,0.0038,,,,,,,,,,,,,0.3157894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6842105263157895,,,,
75,Australia,Curaçao,0.0037,,,,,,,,,,,,,0.08108108108108109,,,,,,0.918918918918919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Scotland,0.0036,,,0.7777777777777778,,,,,,,,,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,South Korea,0.0036,,,,,,,,,,,,,0.2777777777777778,0.7222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Côte d'Ivoire,Netherlands,0.0035,,,,,,,,,0.2,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Mexico,0.0031,0.8709677419354839,,,,,,,,,,,,0.12903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Turkey,0.003,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,
75,Curaçao,Qatar,0.003,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,
75,Curaçao,Tunisia,0.0029,,,,,,,,,,,,,0.3448275862068966,,,,,,,,,,,,,,,,,,,,0.6551724137931034,,,,,,,,,,,,,,,
75,Bosnia and Herzegovina,Curaçao,0.0029,,,,,,,,,,,,,0.27586206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7241379310344828
75,Canada,Curaçao,0.0029,,,,,,,,,,,,,0.3103448275862069,,,,,,,,,,,,0.6896551724137931,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Morocco,0.0027,,,,,,,,,,,0.7407407407407407,,0.25925925925925924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Haiti,0.0026,,,,,,,,,,,,,0.2692307692307692,,,,,,,,,,,,,,,,,,,,,0.7307692307692307,,,,,,,,,,,,,,
75,Curaçao,Switzerland,0.0024,,0.8333333333333334,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,USA,0.0024,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8333333333333334,,,,,
75,Curaçao,Sweden,0.0018,,,,0.8888888888888888,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Brazil,Curaçao,0.0017,,,,,,,0.7647058823529411,,,,,,0.23529411764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Netherlands,0.0014,,,,,,,,,,,,,0.07142857142857142,,,,,,,0.9285714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Curaçao,Japan,0.0013,,,,,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Morocco,Netherlands,0.1552,,,,,,,,,,,0.37822164948453607,,,,,,,,,0.6217783505154639,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,Netherlands,0.1397,,,,,,,0.5826771653543307,,,,,,,,,,,,,0.41732283464566927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Netherlands,Scotland,0.1249,,,0.3042433947157726,,,,,,,,,,,,,,,,,0.6957566052842273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Japan,Morocco,0.0886,,,,,,,,0.3431151241534989,,,0.6568848758465011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,Japan,0.0783,,,,,,,0.7637292464878672,0.23627075351213284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Japan,Scotland,0.0656,,,0.3597560975609756,,,,,0.6402439024390244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Haiti,Netherlands,0.0521,,,,,,,,,,,,,,,,,,,,0.8809980806142035,,,,,,,,,,,,,,0.11900191938579655,,,,,,,,,,,,,,
76,Morocco,Tunisia,0.0502,,,,,,,,,,,0.6713147410358565,,,,,,,,,,,,,,,,,,,,,,0.3286852589641434,,,,,,,,,,,,,,,
76,Morocco,Sweden,0.0435,,,,0.36091954022988504,,,,,,,0.639080459770115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,Tunisia,0.0396,,,,,,,0.8434343434343434,,,,,,,,,,,,,,,,,,,,,,,,,,0.15656565656565657,,,,,,,,,,,,,,,
76,Scotland,Tunisia,0.0353,,,0.5949008498583569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40509915014164305,,,,,,,,,,,,,,,
76,Brazil,Sweden,0.0339,,,,0.20353982300884957,,,0.7964601769911505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Scotland,Sweden,0.0335,,,0.5402985074626866,0.4597014925373134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Haiti,Japan,0.0306,,,,,,,,0.7679738562091504,,,,,,,,,,,,,,,,,,,,,,,,,,0.23202614379084968,,,,,,,,,,,,,,
76,Haiti,Tunisia,0.0146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.678082191780822,0.3219178082191781,,,,,,,,,,,,,,
76,Haiti,Sweden,0.0144,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,
77,Germany,Senegal,0.1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5242165242165242,0.4757834757834758,,,,,,,,,,,,
77,Germany,Norway,0.1032,,,,,,,,,,,,0.45542635658914726,,,,,,,,,,,,,,,,,,,,,,,0.5445736434108527,,,,,,,,,,,,,
77,Ecuador,Senegal,0.0918,,,,,0.5065359477124183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4934640522875817,,,,,,,,,,,,
77,Ecuador,Norway,0.0914,,,,,0.5065645514223195,,,,,,,0.4934354485776805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Ecuador,France,0.0805,,,,,0.337888198757764,,,,,0.662111801242236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,France,Germany,0.0774,,,,,,,,,,0.7558139534883721,,,,,,,,,,,,,,,,,,,,,,,,,0.2441860465116279,,,,,,,,,,,,,
77,Côte d'Ivoire,Norway,0.0748,,,,,,,,,0.25668449197860965,,,0.7433155080213903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Côte d'Ivoire,Senegal,0.0684,,,,,,,,,0.22660818713450293,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7733918128654971,,,,,,,,,,,,
77,Côte d'Ivoire,France,0.0599,,,,,,,,,0.1419031719532554,0.8580968280467446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Curaçao,Senegal,0.0443,,,,,,,,,,,,,0.17607223476297967,,,,,,,,,,,,,,,,,,,,,,,0.8239277652370203,,,,,,,,,,,,
77,Curaçao,Norway,0.0426,,,,,,,,,,,,0.8262910798122066,0.17370892018779344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Germany,Iraq,0.0383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8224543080939948,,,,,,,,,,,0.17754569190600522,,
77,Ecuador,Iraq,0.0382,,,,,0.8272251308900523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17277486910994763,,
77,Curaçao,France,0.0351,,,,,,,,,,0.8290598290598291,,,0.17094017094017094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Côte d'Ivoire,Iraq,0.0296,,,,,,,,,0.5506756756756757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44932432432432434,,
77,Curaçao,Iraq,0.0192,,,,,,,,,,,,,0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,
78,Australia,France,0.042,,,,,,,,,,0.7928571428571428,,,,,,,,,0.20714285714285716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,France,Turkey,0.0399,,,,,,,,,,0.6716791979949874,,,,,,,,,,,,,,,,,,,,,,0.3283208020050125,,,,,,,,,,,,,,,,
78,Egypt,France,0.0395,,,,,,,,,,0.8556962025316456,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14430379746835442,,,,,,,,,,
78,France,Paraguay,0.0393,,,,,,,,,,0.7888040712468194,,,,,,,,,,,,,,,,,,0.21119592875318066,,,,,,,,,,,,,,,,,,,,
78,France,USA,0.0389,,,,,,,,,,0.7377892030848329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2622107969151671,,,,,
78,France,Saudi Arabia,0.0357,,,,,,,,,,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,,,,,,,,
78,France,Scotland,0.0354,,,0.1497175141242938,,,,,,,0.8502824858757062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,France,Iran,0.0337,,,,,,,,,,0.6468842729970327,,,,,,,,,,,,,,,,0.35311572700296734,,,,,,,,,,,,,,,,,,,,,,
78,France,New Zealand,0.0328,,,,,,,,,,0.8445121951219512,,,,,,,,,,,,,,,,,0.15548780487804878,,,,,,,,,,,,,,,,,,,,,
78,Belgium,France,0.0278,,,,,,,,,,0.6330935251798561,,,,,,,0.3669064748201439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,France,Uruguay,0.0274,,,,,,,,,,0.6496350364963503,,,,,,,,,,,,,,0.35036496350364965,,,,,,,,,,,,,,,,,,,,,,,,
